,brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
2684,Honda,3,27000,Individual,Diesel,Manual,25.6,1498,97.9,5,1175000
2685,Hyundai,12,50250,Dealer,Petrol,Automatic,15.0,1396,100.0,5,299000
2686,Tata,4,52532,Dealer,Petrol,Manual,23.84,1199,84.0,5,450000
2687,Hyundai,6,12000,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
2688,Renault,3,15235,Dealer,Petrol,Manual,23.01,999,67.0,5,410000
2689,Hyundai,8,49000,Dealer,Petrol,Manual,18.5,1197,82.85,5,500000
2690,Honda,7,39000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,695000
2691,Skoda,8,30000,Dealer,Petrol,Manual,15.0,1598,103.52,5,395000
2692,Honda,11,92000,Dealer,Petrol,Manual,17.0,1497,118.0,5,300000
2693,Maruti,14,60000,Individual,Petrol,Manual,16.1,1298,88.2,5,149000
2694,Maruti,3,29500,Dealer,Petrol,Automatic,21.21,1197,81.8,5,745000
2695,Maruti,6,17000,Dealer,Petrol,Manual,23.95,998,67.1,5,320000
2696,Renault,4,20966,Dealer,Petrol,Manual,25.17,799,53.3,5,349000
2697,Mahindra,8,73000,Dealer,Diesel,Manual,15.1,2179,140.0,7,675000
2698,Skoda,7,59864,Dealer,Diesel,Manual,18.7,1896,66.0,5,1100000
2699,Honda,6,31298,Dealer,Petrol,Automatic,19.0,1199,88.7,5,590000
2700,Maruti,4,13000,Dealer,Diesel,Manual,28.09,1248,88.5,5,885000
2701,Hyundai,8,59000,Dealer,Diesel,Manual,23.5,1396,88.7,5,490000
2702,Hyundai,11,78000,Dealer,Petrol,Manual,17.0,1197,80.0,5,371000
2703,Ford,11,45000,Dealer,Petrol,Manual,15.6,1196,70.0,5,169000
2704,Maruti,4,39000,Dealer,Petrol,Manual,17.5,1373,91.1,7,775000
2705,Hyundai,2,4800,Individual,Petrol,Manual,20.3,1086,68.0,5,530000
2706,Honda,6,21000,Dealer,Petrol,Manual,18.0,1198,86.7,5,435000
2708,Maruti,4,55001,Dealer,Petrol,Automatic,23.1,998,67.04,5,485000
2710,Honda,7,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,550000
2711,Hyundai,2,3000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000
2712,Renault,2,5000,Individual,Petrol,Manual,25.17,799,53.3,5,350000
2713,Honda,5,56436,Trustmark Dealer,Petrol,Automatic,18.0,1497,117.3,5,825000
2714,Maruti,4,18000,Dealer,Petrol,Manual,20.51,998,67.04,5,475000
2715,Maruti,8,39000,Individual,Diesel,Manual,20.77,1248,88.8,7,640000
2716,Renault,3,20000,Dealer,Petrol,Manual,25.17,799,53.3,5,365000
2717,Ford,4,25000,Individual,Diesel,Manual,24.29,1498,99.0,5,650000
2718,Hyundai,9,66259,Dealer,Diesel,Manual,21.9,1396,90.0,5,435000
2719,Honda,8,57239,Dealer,Petrol,Manual,18.0,1198,86.7,5,425000
2720,Honda,4,45000,Dealer,Petrol,Manual,17.4,1497,117.6,5,715000
2721,Hyundai,8,65000,Dealer,Diesel,Manual,22.32,1582,126.3,5,540000
2722,Maruti,4,54552,Dealer,Petrol,Manual,20.73,1373,91.1,5,675000
2724,Volkswagen,5,110000,Dealer,Petrol,Manual,16.2,1199,74.0,5,525000
2725,Hyundai,9,59000,Dealer,Petrol,Manual,19.81,1086,68.05,5,275000
2726,Maruti,6,96000,Individual,Diesel,Manual,26.59,1248,74.0,5,450000
2727,Hyundai,4,41000,Dealer,Petrol,Manual,18.9,1197,82.0,5,520000
2728,Ford,6,65000,Dealer,Diesel,Manual,25.83,1498,99.0,5,490000
2729,Honda,8,51112,Dealer,Petrol,Automatic,15.5,1198,86.7,5,295000
2730,Hyundai,4,24900,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1085000
2731,Hyundai,2,20000,Individual,Petrol,Manual,17.0,1591,121.3,5,1025000
2732,Maruti,3,20613,Dealer,Diesel,Automatic,24.3,1248,88.5,5,975000
2733,Maruti,3,42000,Dealer,CNG,Manual,17.5,1373,80.46,7,875000
2734,Audi,9,120000,Individual,Petrol,Automatic,10.8,1984,132.0,5,1100000
2735,Maruti,11,78000,Dealer,Diesel,Manual,19.3,1248,73.9,5,310000
2736,Maruti,2,11000,Dealer,Petrol,Automatic,20.89,1197,81.8,5,640000
2737,Ford,3,29500,Dealer,Diesel,Manual,23.0,1498,98.96,5,950000
2738,Honda,7,26000,Dealer,Diesel,Manual,26.0,1498,98.6,5,590000
2739,Tata,3,9500,Dealer,Petrol,Automatic,20.3,1199,84.0,5,575000
2740,Maruti,2,20000,Dealer,Diesel,Manual,26.59,1248,74.0,5,816000
2742,Volkswagen,5,20000,Dealer,Petrol,Manual,16.2,1199,74.0,5,550000
2743,Maruti,10,80000,Dealer,Diesel,Manual,19.3,1248,73.9,5,360000
2745,Hyundai,6,94870,Dealer,Diesel,Manual,24.0,1120,70.0,5,485000
2746,Mahindra,5,20200,Dealer,Diesel,Manual,25.32,1198,77.0,5,435000
2747,Hyundai,2,18000,Dealer,Diesel,Manual,22.54,1396,88.76,5,800000
2748,Volkswagen,6,49000,Dealer,Diesel,Automatic,21.21,1498,103.2,5,695000
2749,Maruti,4,25649,Dealer,Petrol,Automatic,21.5,1197,81.8,5,470000
2750,Ford,7,63000,Dealer,Petrol,Manual,18.88,999,123.37,5,535000
2751,Hyundai,5,15000,Individual,Petrol,Manual,19.81,1086,68.05,5,390000
2752,Nissan,2,4000,Dealer,Petrol,Manual,14.23,1498,104.55,5,890000
2753,Maruti,4,38000,Dealer,Diesel,Manual,24.3,1248,88.5,5,800000
2754,Hyundai,6,23000,Dealer,Petrol,Manual,18.6,1197,81.83,5,565000
2755,Honda,10,58000,Dealer,Petrol,Manual,16.0,1198,90.0,5,325000
2756,Tata,4,93000,Dealer,Diesel,Manual,17.6,2179,153.86,7,985000
2757,Hyundai,7,44000,Dealer,Petrol,Manual,18.5,1197,82.85,5,380000
2758,Maruti,3,15210,Dealer,Petrol,Automatic,21.21,1197,81.8,5,785000
2759,Honda,5,75225,Dealer,Diesel,Manual,25.8,1498,98.6,5,580000
2760,Ford,2,10787,Dealer,Diesel,Manual,21.7,1498,98.96,5,1050000
2761,Maruti,7,66250,Dealer,Petrol,Manual,23.26,1197,88.5,5,440000
2762,Hyundai,4,28900,Dealer,Petrol,Manual,17.01,1591,121.3,5,865000
2765,Maruti,4,40000,Individual,Petrol,Automatic,17.03,1373,91.1,7,780000
2766,Hyundai,9,134000,Individual,Diesel,Manual,23.0,1396,90.0,5,450000
2767,Renault,3,25000,Individual,Petrol,Manual,25.17,799,53.3,5,330000
2768,Maruti,5,30000,Individual,Diesel,Manual,27.39,1248,74.0,5,700000
2769,Datsun,5,29500,Individual,Petrol,Manual,20.63,1198,67.0,5,310000
2770,Maruti,4,77900,Dealer,Diesel,Manual,24.2,1498,93.87,7,875000
2771,Hyundai,8,43000,Individual,Petrol,Manual,18.9,1197,82.0,5,355000
2772,Hyundai,5,18000,Dealer,Petrol,Manual,18.6,1197,81.83,5,630000
2773,Volkswagen,10,105000,Dealer,Diesel,Manual,22.07,1199,73.9,5,315000
2774,Maruti,7,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,425000
2775,Renault,2,40000,Individual,Petrol,Manual,25.17,799,53.3,5,325000
2776,Renault,5,40000,Individual,Petrol,Manual,25.17,799,53.3,5,220000
2777,Maruti,5,42000,Dealer,Petrol,Automatic,20.51,998,67.0,5,445000
2778,Renault,4,80000,Individual,Diesel,Manual,19.87,1461,83.8,5,525000
2779,Skoda,7,80000,Dealer,Diesel,Automatic,19.3,1968,141.0,5,1125000
2780,Hyundai,6,73000,Dealer,Petrol,Manual,15.29,1591,121.3,5,790000
2781,Hyundai,5,5301,Trustmark Dealer,Petrol,Automatic,18.9,1197,82.0,5,585000
2783,Tata,3,90000,Individual,Petrol,Manual,20.3,1199,84.0,5,400000
2784,Mahindra,2,4000,Individual,Petrol,Manual,17.0,1197,108.6,5,890000
2785,Volkswagen,6,61500,Dealer,Diesel,Manual,20.14,1498,88.8,5,475000
2786,Tata,3,30000,Individual,Petrol,Manual,23.84,1199,84.0,5,450000
2787,Maruti,6,36000,Dealer,Petrol,Automatic,23.1,998,67.04,5,430000
2788,Honda,5,22000,Dealer,Petrol,Manual,18.7,1199,88.7,5,575000
2789,Hyundai,4,53958,Dealer,Diesel,Automatic,18.23,1582,126.2,5,1370000
2790,Maruti,15,83000,Dealer,Petrol,Manual,19.7,796,46.3,5,95000
2791,Ford,10,113000,Dealer,Diesel,Manual,20.0,1399,68.0,5,290000
2792,Maruti,3,40000,Individual,Petrol,Manual,21.56,1462,103.25,5,850000
2793,Skoda,3,31000,Dealer,Petrol,Automatic,14.3,1598,103.52,5,760000
2794,Volkswagen,9,90100,Dealer,Diesel,Manual,22.07,1199,73.9,5,375000
2795,Maruti,3,47000,Dealer,Diesel,Manual,28.4,1248,74.0,5,800000
2796,Honda,6,56000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,771000
2797,Mahindra,7,51000,Dealer,Diesel,Manual,15.4,2179,120.0,7,925000
2798,Ford,6,75911,Dealer,Diesel,Manual,22.7,1498,89.84,5,690000
2799,Maruti,6,70000,Dealer,Diesel,Manual,19.3,1248,73.9,5,570000
2800,Hyundai,8,38100,Dealer,Petrol,Manual,20.36,1197,78.9,5,340000
2801,Hyundai,8,35000,Dealer,Petrol,Manual,18.6,1197,81.83,5,418000
2802,Honda,3,30892,Dealer,Diesel,Manual,25.5,1498,98.6,5,975000
2803,Maruti,3,80000,Individual,Diesel,Manual,27.39,1248,74.0,5,700000
2804,Tata,3,26000,Individual,Diesel,Manual,24.7,1047,69.0,5,680000
2805,Maruti,5,47233,Dealer,Petrol,Automatic,23.95,998,67.1,5,300000
2806,Maruti,17,58000,Dealer,Petrol,Manual,19.7,796,46.3,5,111000
2807,Volkswagen,9,70000,Dealer,Diesel,Manual,22.07,1199,73.9,5,385000
2808,Maruti,6,32000,Dealer,Petrol,Manual,20.85,1197,83.14,5,590000
2809,Maruti,13,78000,Dealer,Petrol,Manual,17.5,1298,85.8,5,250000
2810,Maruti,6,8403,Dealer,Petrol,Manual,15.37,1196,73.0,5,345000
2811,Honda,6,95000,Individual,Diesel,Manual,25.1,1498,98.6,5,600000
2812,Maruti,4,73338,Dealer,CNG,Manual,17.5,1373,80.46,7,800000
2813,Honda,2,11000,Dealer,Petrol,Manual,17.0,1497,118.0,5,755000
2814,Renault,5,19000,Dealer,Petrol,Manual,22.3,799,53.26,5,324000
2815,Maruti,2,12705,Dealer,Petrol,Manual,21.01,1197,81.8,5,775000
2817,Hyundai,9,32000,Dealer,Petrol,Manual,18.5,1197,80.0,5,350000
2818,Hyundai,10,58000,Dealer,Petrol,Manual,20.36,1197,78.9,5,270000
2819,Renault,3,18500,Individual,Petrol,Manual,14.19,1498,104.5,5,730000
2820,Tata,4,53000,Dealer,Diesel,Automatic,17.6,2179,153.86,7,1050000
2821,Mahindra,6,70000,Individual,Diesel,Manual,15.4,1997,120.0,7,1250000
2822,Hyundai,7,42000,Dealer,Petrol,Manual,18.6,1197,81.83,5,485000
2823,Ford,11,76400,Dealer,Diesel,Manual,20.0,1399,68.0,5,221000
2824,Maruti,7,48148,Dealer,Diesel,Manual,20.77,1248,88.76,7,750000
2825,Volkswagen,7,62051,Dealer,Diesel,Manual,20.14,1498,88.8,5,435000
2826,Maruti,11,35000,Dealer,Petrol,Manual,16.11,1196,72.42,5,250000
2827,Volkswagen,7,68000,Dealer,Diesel,Manual,15.11,1598,103.6,5,485000
2828,Maruti,8,10000,Dealer,Petrol,Manual,19.1,1197,85.8,5,475000
2829,Maruti,6,20000,Individual,Petrol,Manual,20.73,1373,91.1,5,700000
2830,Ford,5,14000,Dealer,Petrol,Manual,18.16,1196,86.8,5,540000
2831,Honda,7,90000,Individual,Diesel,Manual,25.8,1498,98.6,5,375000
2832,Honda,14,77034,Dealer,Petrol,Manual,16.9,1497,100.0,5,230000
2833,Toyota,5,56000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1526000
2834,Mahindra,3,60000,Individual,Diesel,Manual,16.0,2179,138.0,7,1500000
2835,Renault,5,21200,Dealer,Petrol,Manual,22.3,799,53.26,5,345000
2836,Maruti,3,50000,Individual,CNG,Manual,26.6,998,58.16,5,434000
2837,Hyundai,11,36704,Dealer,Petrol,Manual,18.6,1197,81.83,5,280000
2838,Maruti,4,35092,Dealer,Petrol,Manual,21.01,1197,81.8,5,545000
2839,Renault,4,15000,Individual,Petrol,Manual,25.17,799,53.3,5,350000
2840,Hyundai,7,41000,Dealer,Petrol,Manual,17.01,1591,121.3,5,559000
2841,Mahindra,6,100000,Individual,Diesel,Manual,15.1,2179,140.0,7,655000
2843,Maruti,4,45000,Dealer,Petrol,Manual,17.5,1373,91.1,7,760000
2844,Honda,2,2277,Dealer,Petrol,Automatic,15.5,1198,86.7,5,800000
2845,Honda,18,40000,Individual,Petrol,Manual,13.0,1493,100.0,0,115000
2846,Maruti,10,40000,Dealer,Diesel,Manual,22.9,1248,74.0,5,300000
2847,Maruti,5,8000,Dealer,Petrol,Manual,22.0,1197,81.8,5,475000
2848,Skoda,6,35000,Individual,Diesel,Automatic,19.3,1968,141.0,5,1425000
2849,Honda,4,40011,Dealer,Diesel,Manual,25.5,1498,98.6,5,799000
2850,Volkswagen,5,110000,Individual,Diesel,Automatic,22.15,1498,108.6,5,650000
2851,Volkswagen,6,37782,Dealer,Petrol,Automatic,16.93,1197,103.2,5,555000
2852,Hyundai,10,68000,Dealer,Diesel,Manual,23.0,1396,90.0,5,325000
2853,Ford,5,41001,Dealer,Petrol,Manual,18.16,1196,86.8,5,450000
2854,Ford,10,66000,Dealer,Diesel,Manual,20.0,1399,68.05,5,255000
2855,Maruti,6,67000,Dealer,Petrol,Manual,20.85,1197,83.14,5,575000
2856,Maruti,4,84900,Dealer,Petrol,Manual,17.5,1373,91.1,7,800000
2857,Skoda,7,59000,Dealer,Diesel,Manual,20.5,1598,103.5,5,475000
2858,Maruti,5,23000,Dealer,Petrol,Automatic,20.52,1197,81.8,5,430000
2859,Hyundai,6,23000,Individual,Petrol,Manual,18.9,1197,82.0,5,525000
2860,Maruti,9,17000,Individual,Petrol,Manual,20.92,998,67.1,5,180000
2861,Maruti,4,26000,Individual,Petrol,Automatic,21.4,1197,83.1,5,850000
2862,Volkswagen,6,80900,Dealer,Diesel,Automatic,22.15,1498,108.6,5,710000
2863,Volkswagen,10,70250,Dealer,Diesel,Manual,22.07,1199,73.9,5,299000
2864,Hyundai,4,49000,Dealer,Diesel,Manual,23.9,1582,126.2,5,949000
2866,Maruti,11,28000,Dealer,Petrol,Manual,14.0,1061,64.0,5,250000
2867,Tata,3,27000,Dealer,Diesel,Manual,21.5,1497,108.5,5,751000
2868,Honda,11,77250,Dealer,Petrol,Automatic,16.8,1497,118.0,5,349000
2869,Maruti,7,39000,Dealer,CNG,Manual,21.94,1196,61.7,5,365000
2870,Volkswagen,5,60000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,690000
2871,Ford,5,40003,Dealer,Petrol,Automatic,14.7,1496,120.69,5,670000
2872,Maruti,3,40737,Dealer,Petrol,Manual,22.74,796,47.3,5,325000
2873,Hyundai,7,120000,Individual,Diesel,Automatic,19.5,1582,126.24,5,900000
2874,Honda,5,50000,Individual,Diesel,Manual,26.0,1498,98.6,5,850000
2875,Hyundai,5,70000,Individual,Diesel,Manual,24.0,1120,70.0,5,450000
2876,Maruti,3,17000,Individual,Diesel,Manual,28.09,1248,88.5,5,900000
2877,Hyundai,5,59000,Dealer,Petrol,Manual,18.6,1197,81.83,5,650000
2878,Maruti,4,43000,Dealer,Diesel,Manual,28.09,1248,88.5,5,850000
2879,Ford,7,50250,Dealer,Petrol,Automatic,16.5,1499,110.0,5,621000
2880,Maruti,3,23150,Dealer,Petrol,Manual,20.73,1373,91.1,5,775000
2881,Maruti,6,19000,Dealer,Petrol,Manual,18.6,1197,85.8,5,511000
2882,Mahindra,7,45000,Dealer,Diesel,Manual,16.5,1493,70.0,7,635000
2883,Maruti,2,37095,Dealer,Diesel,Manual,24.3,1248,88.5,5,895000
2884,Hyundai,6,45235,Dealer,Petrol,Manual,18.6,1197,81.83,5,630000
2885,Volkswagen,4,31700,Dealer,Diesel,Automatic,22.15,1498,108.6,5,900000
2886,Maruti,3,24812,Dealer,Diesel,Manual,25.47,1248,88.5,7,950000
2887,Maruti,6,62000,Dealer,CNG,Manual,15.1,1196,73.0,5,295000
2888,Hyundai,5,75000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,650000
2889,Maruti,2,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
2891,Maruti,12,22000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
2892,Honda,6,78000,Dealer,Diesel,Manual,26.0,1498,98.6,5,651000
2893,Hyundai,8,14000,Dealer,Petrol,Automatic,17.01,1591,121.4,5,575000
2894,Honda,5,32302,Dealer,Petrol,Automatic,18.0,1497,117.3,5,875000
2895,Maruti,6,46023,Dealer,Diesel,Manual,26.59,1248,74.0,5,575000
2896,Maruti,4,28596,Dealer,Petrol,Manual,17.5,1373,91.1,7,775000
2897,Maruti,10,54688,Dealer,Petrol,Manual,16.1,1197,85.0,5,300000
2898,Maruti,6,64000,Dealer,Diesel,Manual,28.09,1248,88.5,5,695000
2899,Maruti,3,46000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
2900,Maruti,15,82000,Dealer,Petrol,Manual,16.1,1298,88.2,5,205000
2901,Honda,5,21715,Dealer,Petrol,Manual,17.8,1497,117.3,5,760000
2902,Toyota,3,12617,Dealer,Petrol,Manual,17.1,1496,105.5,5,900000
2903,Mahindra,9,68000,Dealer,Diesel,Manual,12.05,2179,120.0,8,450000
2904,Mahindra,13,97000,Dealer,Diesel,Manual,12.05,2179,120.0,8,355000
2905,Hyundai,11,35000,Dealer,Petrol,Manual,20.36,1197,78.9,5,235000
2906,Honda,14,71000,Dealer,Petrol,Automatic,12.9,1799,130.0,5,225000
2907,Honda,4,24000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,875000
2908,Hyundai,8,39000,Dealer,Petrol,Manual,17.0,1197,80.0,5,395000
2909,Mahindra,9,48000,Dealer,Diesel,Manual,15.1,2179,140.0,7,695000
2910,Honda,6,53000,Dealer,Petrol,Manual,17.4,1497,117.3,5,610000
2911,Maruti,2,21000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1111000
2912,Maruti,11,11000,Dealer,CNG,Manual,26.83,796,38.4,5,185000
2913,Maruti,7,76000,Individual,Petrol,Manual,23.1,998,67.04,5,325000
2914,Hyundai,4,45000,Individual,Diesel,Manual,22.0,1582,126.2,5,1050000
2915,Hyundai,2,16000,Individual,Petrol,Automatic,18.9,1197,81.86,5,575000
2916,Skoda,6,34000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1160000
2917,Maruti,10,88000,Dealer,Diesel,Manual,19.3,1248,73.9,5,365000
2918,Hyundai,3,27000,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
2919,Volkswagen,9,96000,Individual,Diesel,Manual,22.07,1199,73.9,5,300000
2920,Hyundai,5,65000,Dealer,Diesel,Manual,22.54,1396,88.73,5,675000
2921,Honda,10,45000,Dealer,Petrol,Manual,17.0,1497,118.0,5,365000
2922,Maruti,8,50000,Individual,Petrol,Manual,20.51,998,67.04,5,292000
2923,Maruti,6,20000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
2924,Mahindra,5,30000,Individual,Diesel,Manual,25.32,1198,77.0,6,450000
2925,Honda,13,40000,Dealer,Petrol,Automatic,16.8,1497,116.4,5,375000
2926,Hyundai,8,27000,Dealer,Petrol,Manual,18.5,1197,82.85,5,425000
2927,Tata,3,16000,Dealer,Diesel,Manual,21.5,1497,108.5,5,835000
2928,Hyundai,8,40000,Dealer,Petrol,Manual,17.0,1197,80.0,5,395000
2929,Renault,1,5000,Individual,Petrol,Automatic,24.04,999,67.0,5,400000
2930,Maruti,5,29000,Dealer,Petrol,Manual,22.74,796,47.3,5,285000
2931,Skoda,6,35000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1150000
2932,Maruti,4,30000,Individual,Petrol,Manual,22.0,1197,81.8,5,520000
2933,Hyundai,10,138886,Dealer,Diesel,Manual,16.8,1493,110.0,5,450000
2934,Maruti,8,79000,Dealer,Diesel,Manual,23.4,1248,74.0,5,486000
2935,Maruti,13,40578,Individual,Diesel,Manual,19.3,1248,73.9,5,280000
2936,Maruti,9,60000,Dealer,Diesel,Manual,22.9,1248,74.0,5,475000
2937,Mahindra,6,60000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1400000
2938,Volkswagen,5,110000,Individual,Diesel,Manual,20.14,1498,88.7,5,550000
2939,Hyundai,9,66657,Dealer,Diesel,Manual,22.32,1582,126.32,5,549000
2940,Tata,9,100000,Individual,Diesel,Manual,11.57,2179,138.1,7,260000
2941,Hyundai,10,35000,Dealer,Petrol,Manual,17.0,1197,80.0,5,375000
2942,Maruti,2,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,610000
2943,Honda,6,70000,Individual,Diesel,Manual,26.0,1498,98.6,5,650000
2944,Honda,6,19570,Dealer,Petrol,Manual,18.7,1199,88.7,5,560000
2945,Renault,6,37639,Dealer,Diesel,Manual,19.87,1461,83.8,5,625000
2947,Honda,7,74000,Dealer,Diesel,Manual,26.0,1498,98.6,5,590000
2948,Maruti,7,40000,Dealer,CNG,Manual,17.5,1373,80.46,7,600000
2949,Hyundai,12,73000,Dealer,Petrol,Manual,20.36,1197,78.9,5,190000
2950,Maruti,3,26750,Dealer,Diesel,Manual,28.4,1248,74.02,5,911000
2951,Hyundai,13,66403,Dealer,Petrol,Manual,17.92,1086,62.1,5,185000
2952,Honda,3,33000,Dealer,Diesel,Manual,25.5,1498,98.6,5,890000
2953,Volkswagen,5,73172,Dealer,Diesel,Automatic,22.15,1498,108.6,5,725000
2954,Maruti,5,50000,Individual,CNG,Manual,17.5,1373,80.46,7,700000
2955,Maruti,5,57246,Dealer,Diesel,Manual,25.47,1248,88.5,7,850000
2956,Maruti,4,10000,Dealer,Petrol,Manual,21.21,1197,81.8,5,550000
2957,Hyundai,11,81000,Dealer,Petrol,Manual,18.5,1197,80.0,5,260000
2958,Hyundai,3,62000,Dealer,Diesel,Manual,22.1,1396,88.7,5,925000
2959,Maruti,14,68128,Dealer,LPG,Manual,17.3,1061,57.5,5,148000
2961,Honda,5,71400,Dealer,Diesel,Manual,27.3,1498,98.6,5,630000
2962,Maruti,7,63000,Dealer,Petrol,Manual,15.37,1196,73.0,5,315000
2963,Maruti,9,120000,Individual,Diesel,Manual,20.77,1248,88.76,7,450000
2965,Maruti,1,12000,Dealer,Petrol,Automatic,18.76,1462,103.26,5,1225000
2966,Hyundai,4,25000,Dealer,Diesel,Manual,21.19,1396,88.73,5,771000
2967,Ford,11,60000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
2968,Hyundai,7,77000,Dealer,Diesel,Manual,22.32,1582,126.3,5,485000
2969,Maruti,5,22000,Individual,Petrol,Manual,20.73,1373,91.1,5,715000
2970,Maruti,9,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,265000
2971,Skoda,9,74000,Dealer,Diesel,Manual,20.5,1598,103.5,5,385000
2972,Maruti,6,79159,Dealer,Diesel,Manual,26.59,1248,74.0,5,675000
2973,Maruti,9,84000,Individual,Petrol,Manual,18.9,998,67.1,5,215000
2974,Hyundai,5,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,510000
2975,Maruti,2,20000,Individual,Petrol,Automatic,23.1,998,67.04,5,520000
2976,Volkswagen,4,18171,Dealer,Petrol,Manual,16.2,1199,74.0,5,598000
2978,Maruti,3,22000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,795000
2979,Hyundai,11,40000,Dealer,Petrol,Manual,17.92,1086,62.1,5,210000
2980,Maruti,11,40000,Individual,Petrol,Manual,20.92,998,67.1,5,250000
2981,Hyundai,9,79330,Dealer,Petrol,Manual,17.0,1197,80.0,5,375000
2982,Volkswagen,9,77000,Dealer,Diesel,Manual,20.54,1598,103.6,5,425000
2983,Mahindra,1,12000,Individual,Diesel,Manual,21.0,1498,74.96,7,800000
2984,Hyundai,9,24750,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
2985,Hyundai,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
2986,Maruti,3,80000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
2988,Maruti,3,24000,Dealer,Petrol,Manual,19.34,1462,103.0,7,875000
2990,Volkswagen,8,120000,Individual,Petrol,Manual,15.04,1598,103.6,5,400000
2991,Honda,13,90046,Dealer,Petrol,Manual,17.7,1497,78.0,5,185000
2992,Ford,10,49000,Dealer,Petrol,Manual,15.6,1196,70.0,5,215000
2993,Honda,3,12000,Dealer,Petrol,Manual,17.8,1198,86.7,5,645000
2994,Renault,7,75000,Dealer,Diesel,Manual,19.87,1461,83.8,5,585000
2996,Mahindra,5,62257,Dealer,Diesel,Manual,21.0,1498,74.96,7,680000
2997,Maruti,4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
2998,Mahindra,4,68462,Dealer,Diesel,Manual,15.4,2179,120.0,7,900000
2999,Maruti,9,70000,Individual,Petrol,Manual,17.5,1298,85.8,5,370000
3000,Maruti,8,52000,Dealer,Petrol,Manual,22.0,1197,81.8,5,450000
3001,Honda,4,10000,Individual,Petrol,Manual,18.7,1199,88.7,5,650000
3002,Maruti,4,60000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,750000
3003,Maruti,4,19000,Dealer,Diesel,Manual,24.52,1248,88.5,7,895000
3004,Maruti,6,38700,Individual,Diesel,Manual,26.59,1248,74.0,5,720000
3005,Maruti,7,55000,Dealer,Petrol,Manual,20.85,1197,83.14,5,500000
3006,Honda,4,41632,Dealer,Diesel,Manual,25.5,1498,98.6,5,745000
3007,Hyundai,5,17749,Dealer,Petrol,Manual,18.6,1197,81.83,5,549000
3008,Maruti,3,18000,Dealer,Petrol,Manual,21.4,1197,83.1,5,750000
3009,Hyundai,6,25000,Individual,Petrol,Manual,17.43,1396,105.5,5,500000
3010,Volkswagen,6,54985,Dealer,Petrol,Manual,16.2,1199,74.0,5,480000
3011,Ford,3,31668,Dealer,Petrol,Automatic,14.8,1497,121.36,5,935000
3012,Datsun,3,16500,Individual,Petrol,Manual,22.7,799,53.64,5,290000
3014,Mahindra,9,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,611000
3015,Ford,5,25000,Individual,Petrol,Automatic,17.01,1499,110.4,5,600000
3016,Maruti,7,84000,Dealer,Petrol,Manual,20.51,998,67.04,5,350000
3017,Honda,3,19000,Dealer,Petrol,Manual,17.5,1199,88.7,5,825000
3018,Hyundai,7,38000,Individual,Petrol,Manual,18.9,1197,82.0,5,430000
3019,Hyundai,8,48000,Dealer,Petrol,Automatic,17.01,1591,121.4,5,490000
3020,Maruti,3,34000,Dealer,Diesel,Manual,27.39,1248,74.0,5,850000
3021,Renault,3,9800,Dealer,Petrol,Automatic,24.04,999,67.0,5,415000
3022,Maruti,3,30000,Individual,Diesel,Manual,28.4,1248,74.02,5,868000
3023,Hyundai,6,88500,Dealer,Petrol,Manual,18.9,1197,82.0,5,445000
3024,Volkswagen,8,58212,Dealer,Petrol,Manual,15.04,1598,103.6,5,400000
3026,Hyundai,11,84000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,270000
3027,Hyundai,8,55000,Individual,Petrol,Manual,18.5,1197,82.85,5,450000
3028,Hyundai,2,14200,Dealer,Petrol,Manual,17.0,1591,121.3,5,975000
